f1,f2,f3,f4,f5,val_score
std_roll_std_100,modified_sta_lta8_mean,exp_Moving_average_30000_mean,max_roll_mean_10,classic_sta_lta2_q05,2.7372822761535645
Rmin,classic_sta_lta7_mean,count_big,classic_sta_lta2_mean,av_change_rate_roll_std_1000,2.7372972965240483
modified_sta_lta8_q95,modified_sta_lta5_mean,std_last_50000,abs_max_roll_std_10,count_big,2.7373206615448
std_first_10000,Rstd__last_5000,max_last_10000,classic_sta_lta3_mean,q05_roll_mean_100,2.737330913543701
Rmax_last_15000,classic_sta_lta6_q05,mean_change_rate_first_10000_v2,modified_sta_lta7_q95,mean_change_rate_v2,2.737358808517456
exp_Moving_average_3000_mean,Imax,std_first_50000,modified_sta_lta1_mean,Moving_average_30000_mean,2.7373931407928467
modified_sta_lta2_q05,freq_cross_last_50000,modified_sta_lta6_mean,av_change_rate_roll_std_100v2,classic_sta_lta6_q95,2.7374095916748047
modified_sta_lta3_mean,q99_roll_mean_100,Moving_average_3000_mean,max,exp_Moving_average_3000_mean,2.7374181747436523
std_last_50000,max_last_10000,modified_sta_lta1_q05,mean_diff,std_roll_mean_100,2.73743224143982
Moving_average_6000_mean,max_first_50000,max,Imax,mean_change_rate_last_50000,2.7374541759490967
modified_sta_lta5_q05,q05_roll_mean_10,mean_change_rate_first_50000,av_change_rate_roll_std_100,modified_sta_lta8_mean,2.73746657371521
q01_roll_mean_100,modified_sta_lta5_mean,Rstd,Imax,exp_Moving_average_300_mean,2.737475872039795
Moving_average_700_mean,max_to_min,abs_trend,med,modified_sta_lta5_mean,2.737557888031006
std_roll_mean_100,mean_change_rate_first_50000,exp_Moving_average_6000_mean,classic_sta_lta3_q05,mean_change_rate_last_10000_v2,2.737616062164306
max_roll_mean_10,Moving_average_3000_mean,ave_roll_mean_10,Imax,std_roll_std_1000,2.737616539001465
Rmax_last_5000,classic_sta_lta3_q95,classic_sta_lta2_q05,q99_roll_mean_100,max_first_50000,2.737621784210205
std_last_50000,freq_cross_last_50000,med,classic_sta_lta4_q05,classic_sta_lta5_mean,2.7376840114593506
count_big,modified_sta_lta6_q05,classic_sta_lta3_q05,std_roll_mean_100,modified_sta_lta5_mean,2.7377049922943115
freq_cross_first_10000,abs_max_roll_mean_1000,classic_sta_lta4_q95,q05_roll_mean_100,q99_roll_std_1000,2.737764835357666
modified_sta_lta5_mean,exp_Moving_average_3000_mean,std_last_10000,min_roll_mean_100,abs_min,2.737837314605713
abs_max_roll_std_1000,ave_roll_mean_100,classic_sta_lta1_q05,max_roll_mean_100,modified_sta_lta5_mean,2.7379109859466557
max_to_min,trend,modified_sta_lta5_mean,avg_last_50000,av_change_rate_roll_mean_1000,2.737970352172852
q05_roll_mean_10,abs_min,skew,Imean,av_change_rate_roll_std_100,2.737991571426392
modified_sta_lta4_q05,avg_last_50000,Imax,avg_last_10000,modified_sta_lta1_q05,2.73801326751709
Moving_average_6000_mean,av_change_rate_roll_std_10v2,av_change_rate_roll_mean_100_v2,modified_sta_lta3_q95,classic_sta_lta3_q05,2.7382276058197017
av_change_rate_roll_std_10,exp_Moving_average_300_mean,classic_sta_lta8_mean,modified_sta_lta1_q05,q99_roll_std_100,2.738239288330078
min_roll_std_100,modified_sta_lta6_q05,classic_sta_lta3_q95,Rmin_last_5000,std_roll_mean_100,2.738242149353028
std_roll_std_10,Rmin,modified_sta_lta4_q05,q05_roll_mean_100,max_last_10000,2.738309383392334
max_last_50000,classic_sta_lta2_q95,classic_sta_lta4_mean,classic_sta_lta6_q05,std_roll_std_10,2.7383549213409424
max_first_50000,classic_sta_lta1_q05,max_roll_mean_100,std_first_50000,modified_sta_lta4_q95,2.738440990447998
ave_roll_mean_1000,q99_roll_mean_100,std_roll_mean_100,min_first_10000,classic_sta_lta2_q05,2.73844313621521
Imax,q01_roll_mean_100,abs_trend,modified_sta_lta2_q95,kurt,2.7386367321014404
modified_sta_lta3_mean,max_roll_std_10,Rmean,ave_roll_mean_10,std_roll_std_10,2.7386631965637207
std_roll_std_10,mean,q05_roll_mean_100,Rstd,modified_sta_lta5_mean,2.738666534423828
count_big,q99_roll_mean_100,min_roll_std_10,Hann_window_mean,modified_sta_lta8_mean,2.738682508468628
min_roll_mean_1000,modified_sta_lta5_mean,modified_sta_lta6_q05,q01_roll_mean_1000,q99_roll_mean_1000,2.7386927604675293
abs_max_roll_mean_1000,Rmean_last_15000,q999,Imin,q99_roll_mean_1000,2.738697290420532
abs_max_roll_mean_1000,modified_sta_lta5_mean,max_to_min,Rstd_last_15000,min_last_10000,2.738703727722168
abs_trend,q05_roll_mean_100,q99_roll_mean_1000,mean_change_rate_last_10000_v2,classic_sta_lta7_mean,2.738781690597534
modified_sta_lta4_q95,min,modified_sta_lta1_q05,Rmin,avg_first_10000,2.738807678222656
Rmin_last_5000,kurt,max_roll_mean_100,min_roll_mean_100,mean_change_rate_first_10000,2.7388291358947754
av_change_rate_roll_mean_10,max_roll_mean_1000,min_roll_mean_1000,modified_sta_lta5_mean,Rstd,2.7388510704040527
mean_change_rate_last_50000,mean_change_rate_last_10000,min_first_50000,kurt,q05_roll_mean_10,2.7388734817504883
Moving_average_1500_mean,modified_sta_lta5_mean,max_first_10000,std_roll_mean_1000,classic_sta_lta2_q95,2.738934278488159
q01_roll_mean_1000,modified_sta_lta3_q95,abs_max_roll_mean_10,max_first_10000,Imax,2.7389581203460693
ave_roll_mean_100,modified_sta_lta4_mean,q05_roll_mean_100,max_first_10000,q01_roll_mean_100,2.738964796066284
min_last_50000,modified_sta_lta4_mean,q05_roll_mean_1000,abs_std,modified_sta_lta3_mean,2.738982915878296
Rmin_last_5000,modified_sta_lta6_q05,modified_sta_lta3_mean,exp_Moving_average_300_mean,classic_sta_lta4_mean,2.739041328430176
skew,abs_min,av_change_rate_roll_mean_100_v2,av_change_rate_roll_std_1000,q05_roll_mean_10,2.7391226291656494
av_change_rate_roll_mean_10,q05_roll_mean_1000,q001,max_last_10000,q01_roll_mean_100,2.7391281127929688
std_last_50000,avg_first_10000,Rmax,modified_sta_lta2_q95,Moving_average_30000_mean,2.7391510009765625
min_last_50000,ave_roll_mean_10,Hann_window_mean,max_roll_std_10,std_last_50000,2.739309549331665
modified_sta_lta8_q95,max_roll_mean_1000,mean_change_rate_v2,max_last_50000,std_roll_std_100,2.739320039749145
classic_sta_lta2_q05,q05_roll_mean_1000,q95_roll_mean_100,av_change_rate_roll_mean_1000,modified_sta_lta5_mean,2.7393341064453125
av_change_rate_roll_mean_100_v2,iqr,modified_sta_lta8_q95,freq_cross_first_50000,modified_sta_lta7_mean,2.739341259002685
mean_change_rate_last_10000_v2,classic_sta_lta8_q05,modified_sta_lta8_q05,exp_Moving_average_30000_mean,ave_roll_mean_10,2.739421129226685
mean_change_rate_last_10000,q05_roll_mean_10,std_roll_mean_1000,modified_sta_lta1_q95,modified_sta_lta3_q95,2.7394347190856934
std_first_10000,Rmax_last_5000,ave_roll_mean_1000,mean_change_rate_last_50000,abs_std,2.7394535541534424
abs_q05,Imax,max_roll_mean_1000,Moving_average_6000_mean,av_change_rate_roll_std_10,2.739511251449585
abs_q01,av_change_rate_roll_std_10,modified_sta_lta8_q05,Moving_average_700_mean,abs_std,2.73951268196106
modified_sta_lta5_mean,min_roll_mean_1000,std_last_50000,classic_sta_lta1_q05,modified_sta_lta4_q95,2.739514112472534
Rstd__last_5000,classic_sta_lta7_mean,modified_sta_lta2_mean,q01_roll_mean_1000,q05_roll_mean_100,2.7395565509796143
modified_sta_lta6_q05,exp_Moving_average_3000_mean,classic_sta_lta2_q95,std_roll_std_10,max_roll_mean_100,2.739569187164306
Rmax_last_15000,min_last_10000,Hann_window_mean,exp_Moving_average_300_mean,exp_Moving_average_30000_mean,2.7396161556243896
Rmax_last_5000,max_first_10000,modified_sta_lta3_mean,abs_std,Moving_average_1500_mean,2.739657402038574
sum,mean_change_rate_first_50000,freq_cross_first_50000,modified_sta_lta8_q95,classic_sta_lta8_q95,2.739684581756592
abs_q01,Rmax,abs_max_roll_std_1000,classic_sta_lta1_q05,freq_cross_first_10000,2.739708423614502
modified_sta_lta3_q05,avg_first_50000,ave_roll_mean_1000,classic_sta_lta1_q05,Imax,2.7397732734680176
q99_roll_mean_100,av_change_rate_roll_std_10,std_last_10000,abs_max_roll_mean_10,modified_sta_lta6_mean,2.7399218082427983
av_change_rate_roll_mean_1000,min_first_10000,abs_std,mean_change_rate_last_50000,Moving_average_3000_mean,2.73999285697937
av_change_rate_roll_mean_10_v2,std_first_50000,classic_sta_lta7_mean,kurt,modified_sta_lta2_q05,2.740036725997925
std_roll_std_100,std_roll_std_10,classic_sta_lta2_mean,modified_sta_lta2_mean,modified_sta_lta1_mean,2.74005126953125
Moving_average_1500_mean,min_last_10000,abs_max_roll_std_10,modified_sta_lta3_q95,q99_roll_mean_100,2.740051746368408
modified_sta_lta1_q05,min_last_10000,std_first_50000,mean,classic_sta_lta4_q95,2.740062475204468
max_roll_mean_100,abs_q05,abs_trend,min_last_50000,kurt,2.7401397228240967
min_last_50000,max_first_10000,std_roll_mean_100,std_first_10000,q95_roll_mean_100,2.7401444911956787
classic_sta_lta4_q95,std_last_50000,ave_roll_mean_100,abs_max_roll_std_10,classic_sta_lta4_mean,2.7402536869049072
min_roll_std_100,q01_roll_mean_10,modified_sta_lta1_q95,freq_cross_first_50000,classic_sta_lta2_q95,2.74029541015625
modified_sta_lta8_mean,min_first_10000,modified_sta_lta5_mean,q05_roll_mean_1000,max_last_50000,2.740299224853516
max_roll_std_1000,ave10,Imax,trend,std_roll_std_1000,2.740305662155152
abs_q99,freq_cross_first_50000,modified_sta_lta4_q05,Imean,skew,2.7404048442840576
modified_sta_lta5_mean,modified_sta_lta3_q05,max_roll_std_10,av_change_rate_roll_mean_100,std_roll_std_100,2.7404463291168213
av_change_rate_roll_mean_1000_v2,ave_roll_mean_10,classic_sta_lta7_mean,std_first_50000,q99_roll_mean_100,2.740451574325561
max_roll_std_1000,q999,q99_roll_mean_100,abs_max_roll_std_100,modified_sta_lta7_mean,2.740480661392212
freq_cross_last_10000,trend,q95_roll_mean_1000,min_roll_mean_1000,freq_cross_first_10000,2.7404890060424805
abs_q05,Rstd,classic_sta_lta3_q05,av_change_rate_roll_mean_1000,exp_Moving_average_300_mean,2.740497589111328
ave10,skew,mean_change_rate_last_50000,mean_change_rate_first_10000,freq_cross_last_50000,2.7405567169189453
q99_roll_mean_1000,av_change_rate_roll_std_1000v2,trend,abs_max_roll_mean_10,freq_cross_first_50000,2.740558862686157
q99_roll_std_100,min_first_50000,exp_Moving_average_6000_mean,q05_roll_mean_1000,med,2.74060320854187
min_last_50000,q001,modified_sta_lta7_mean,q99_roll_std_100,classic_sta_lta8_q05,2.740927696228028
abs_max,modified_sta_lta1_q95,avg_last_50000,classic_sta_lta6_q05,max_to_min,2.740957498550415
classic_sta_lta3_q95,ave10,abs_max,abs_min,Imin,2.7410695552825928
ave_roll_mean_100,Imax,std_roll_std_100,classic_sta_lta1_mean,avg_first_50000,2.7411329746246342
Imean,q999,min_roll_std_100,ave_roll_mean_1000,classic_sta_lta6_q05,2.7411372661590576
Rmin_last_5000,classic_sta_lta8_q95,std_roll_std_10,exp_Moving_average_300_mean,abs_std,2.741151571273804
Moving_average_6000_mean,Rmax_last_15000,Rmean_last_15000,min_last_10000,max_roll_std_1000,2.7412314414978027
classic_sta_lta8_q95,classic_sta_lta2_q95,min_roll_std_100,modified_sta_lta3_q95,abs_max_roll_mean_1000,2.7412540912628174
modified_sta_lta2_q95,Hann_window_mean,freq_cross_first_10000,modified_sta_lta6_mean,av_change_rate_roll_mean_100,2.741258144378662
mean_diff,max_roll_std_10,mean_change_rate_first_10000_v2,modified_sta_lta5_q05,mean_change_rate_first_50000,2.741344451904297
Imin,min_first_50000,abs_q05,classic_sta_lta8_q05,Moving_average_700_mean,2.741358995437622
modified_sta_lta5_mean,max_last_10000,mean_change_rate_last_50000,abs_max_roll_mean_1000,Imin,2.7413980960845947
av_change_rate_roll_std_1000,modified_sta_lta6_q05,Rmax_last_15000,max_last_10000,freq_cross_last_10000,2.7415072917938232
modified_sta_lta3_q95,classic_sta_lta4_q95,modified_sta_lta5_mean,q99_roll_std_100,count_big,2.7415225505828857
exp_Moving_average_30000_mean,std_roll_std_10,modified_sta_lta1_mean,modified_sta_lta2_q95,Rmin_last_5000,2.741577386856079
classic_sta_lta4_q95,av_change_rate_roll_mean_100_v2,classic_sta_lta3_mean,std_last_50000,modified_sta_lta2_mean,2.741585731506348
av_change_rate_roll_std_10,min_roll_mean_100,mean_change_rate_last_10000_v2,Moving_average_700_mean,ave_roll_mean_100,2.741612672805786
modified_sta_lta2_q95,modified_sta_lta5_mean,q05_roll_mean_100,max_roll_mean_1000,Rmax,2.7416436672210693
Rmean_last_5000,ave10,std_roll_mean_10,modified_sta_lta3_q05,max_to_min,2.74170446395874
freq_cross_first_50000,max_last_10000,q99_roll_mean_1000,classic_sta_lta6_mean,min_roll_std_10,2.7417421340942383
Rstd__last_5000,max_to_min_diff,ave_roll_mean_100,av_change_rate_roll_mean_100_v2,exp_Moving_average_30000_mean,2.741754531860352
mean_change_rate_first_10000_v2,exp_Moving_average_6000_mean,modified_sta_lta1_mean,classic_sta_lta8_q95,min,2.741769313812256
modified_sta_lta4_mean,modified_sta_lta8_q95,modified_sta_lta5_mean,q95_roll_mean_1000,modified_sta_lta4_q05,2.741783618927002
classic_sta_lta1_mean,av_change_rate_roll_std_10v2,q01_roll_mean_100,std_roll_mean_100,ave_roll_mean_100,2.741797924041748
Imean,mean_change_rate_first_10000_v2,abs_max_roll_mean_1000,av_change_rate_roll_mean_10_v2,trend,2.7417988777160645
min_first_50000,Rmean,Moving_average_3000_mean,modified_sta_lta5_mean,sum,2.741800308227539
classic_sta_lta7_mean,Moving_average_1500_mean,min_last_50000,Imin,Rmin,2.7418224811553955
std_roll_std_10,av_change_rate_roll_std_100v2,min_last_50000,Rmax_last_15000,mean_change_rate_first_10000_v2,2.7418289184570312
freq_cross_first_10000,Rstd__last_5000,min_first_10000,classic_sta_lta8_mean,classic_sta_lta2_q05,2.7418344020843506
Imin,max_last_10000,mean_diff,q05_roll_mean_1000,modified_sta_lta7_mean,2.741861581802368
av_change_rate_roll_mean_1000_v2,std_roll_std_10,max_first_10000,modified_sta_lta1_mean,max_to_min,2.741876602172852
modified_sta_lta5_mean,exp_Moving_average_3000_mean,avg_first_10000,min,Moving_average_700_mean,2.741926670074463
std_roll_mean_10,min_roll_std_10,abs_q01,classic_sta_lta7_mean,Hann_window_mean,2.7419419288635254
q05_roll_mean_10,max,min,max_to_min_diff,max_roll_std_10,2.7419474124908447
Imean,Moving_average_700_mean,avg_last_10000,avg_first_50000,q99_roll_std_100,2.741973400115967
max,av_change_rate_roll_std_10v2,mean_change_rate_first_50000,modified_sta_lta2_q95,min_roll_std_100,2.742030143737793
av_change_rate_roll_mean_10_v2,Rmin,q99_roll_std_1000,classic_sta_lta2_q95,classic_sta_lta7_mean,2.742038488388061
classic_sta_lta3_q95,q01_roll_mean_10,mean_change_rate_first_50000_v2,Imean,Istd,2.742044687271118
modified_sta_lta7_mean,ave_roll_mean_100,Rmin_last_15000,modified_sta_lta4_mean,ave10,2.742114305496216
ave_roll_mean_10,exp_Moving_average_300_mean,std_last_10000,av_change_rate_roll_std_100v2,q01_roll_mean_100,2.742115020751953
max_roll_std_10,Imax,modified_sta_lta8_q95,classic_sta_lta6_q05,Moving_average_1500_mean,2.7421720027923584
av_change_rate_roll_std_1000v2,Hann_window_mean,sum,min_last_10000,Rstd__last_5000,2.7421834468841557
q99_roll_std_100,av_change_rate_roll_mean_10,q01_roll_mean_100,modified_sta_lta8_mean,std_last_50000,2.742224931716919
min_last_50000,modified_sta_lta3_mean,mean_change_rate_last_50000,abs_max_roll_std_10,q999,2.74222993850708
kurt,av_change_rate_roll_mean_100_v2,q05_roll_mean_1000,modified_sta_lta4_q05,max_roll_mean_10,2.742257595062256
modified_sta_lta2_mean,Rmin,Moving_average_30000_mean,modified_sta_lta3_mean,q01_roll_mean_1000,2.742267608642578
med,std_roll_mean_10,modified_sta_lta5_mean,classic_sta_lta3_q05,mean_change_rate_first_50000_v2,2.7424683570861816
av_change_rate_roll_mean_10_v2,q01_roll_mean_100,modified_sta_lta2_mean,ave_roll_mean_1000,abs_trend,2.7425873279571533
freq_cross_last_10000,max_last_10000,max_roll_mean_1000,min_last_10000,std_roll_std_10,2.742772340774536
max_roll_mean_10,ave_roll_mean_100,av_change_rate_roll_std_100v2,modified_sta_lta2_mean,std_roll_std_10,2.742774248123169
modified_sta_lta6_mean,min_roll_std_10,Rmin_last_5000,classic_sta_lta7_mean,q95_roll_mean_100,2.7427921295166016
mean_change_rate_last_50000,std_first_50000,mean_change_rate_v2,modified_sta_lta2_q95,avg_first_10000,2.7429327964782715
q01_roll_mean_100,av_change_rate_roll_std_100,av_change_rate_roll_std_10,exp_Moving_average_3000_mean,max_to_min,2.742983818054199
av_change_rate_roll_std_100v2,ave_roll_mean_100,std_roll_std_100,abs_trend,min_roll_mean_10,2.7430148124694824
q999,modified_sta_lta4_q95,min_roll_mean_1000,q95_roll_mean_100,max_roll_std_10,2.743036985397339
Hann_window_mean,avg_last_50000,abs_std,classic_sta_lta2_q95,av_change_rate_roll_std_100,2.743085622787476
mean_change_rate_first_50000,modified_sta_lta4_q05,Rstd__last_5000,abs_max,ave_roll_mean_1000,2.743117332458496
sum,abs_q05,std_roll_std_1000,Imax,classic_sta_lta2_q05,2.743154525756836
q99_roll_mean_1000,abs_max_roll_mean_10,classic_sta_lta6_mean,sum,freq_cross_last_10000,2.743230104446411
q05_roll_mean_10,std_roll_std_10,av_change_rate_roll_mean_100,av_change_rate_roll_mean_1000_v2,max_roll_mean_100,2.7433183193206787
max_last_50000,freq_cross_first_10000,mean_change_rate_first_10000,modified_sta_lta1_q95,abs_max_roll_mean_100,2.743413209915161
avg_last_10000,classic_sta_lta2_q05,Imax,mean_diff,q999,2.743654727935791
q05_roll_mean_100,modified_sta_lta5_mean,std_last_50000,max_roll_std_10,classic_sta_lta6_q05,2.7437052726745605
med,trend,q05_roll_mean_1000,av_change_rate_roll_std_10v2,Rstd__last_5000,2.743809938430786
std_roll_std_1000,av_change_rate_roll_std_10,Rmin,mean_change_rate_last_10000,ave_roll_mean_1000,2.7439038753509517
max_first_10000,q01_roll_mean_10,classic_sta_lta4_q05,abs_q01,mean_change_rate_last_50000_v2,2.743934154510498
mean_change_rate_first_10000_v2,modified_sta_lta5_q05,max_first_10000,classic_sta_lta3_q95,av_change_rate_roll_mean_100,2.744025230407715
max_last_10000,modified_sta_lta8_q95,std_first_10000,q95_roll_mean_1000,abs_std,2.7440416812896733
freq_cross_first_50000,skew,modified_sta_lta7_mean,Moving_average_700_mean,modified_sta_lta3_mean,2.744085788726806
freq_cross_first_50000,Imean,Rstd__last_5000,q01_roll_mean_10,max_last_50000,2.74414587020874
min_roll_mean_10,kurt,ave_roll_mean_100,modified_sta_lta3_mean,max_roll_mean_100,2.7441718578338623
skew,abs_std,classic_sta_lta8_q95,Moving_average_1500_mean,exp_Moving_average_300_mean,2.7442739009857178
q05,q001,av_change_rate_roll_std_100v2,classic_sta_lta2_q95,freq_cross_last_50000,2.7442989349365234
std_last_10000,mean_change_rate_last_10000,std_roll_mean_1000,av_change_rate_roll_std_10v2,min_first_50000,2.744378089904785
classic_sta_lta4_q05,abs_max_roll_std_10,min_last_50000,std_last_10000,std_roll_mean_100,2.7443974018096924
modified_sta_lta3_q95,ave_roll_mean_1000,q05_roll_mean_100,q95_roll_mean_1000,Imax,2.7445273399353027
Imin,abs_q05,classic_sta_lta1_q05,avg_first_10000,sum,2.744591236114502
std_roll_mean_10,std_roll_mean_1000,avg_last_50000,avg_first_10000,classic_sta_lta7_mean,2.7446234226226807
Rmean_last_5000,mean_change_rate,classic_sta_lta1_q95,av_change_rate_roll_std_100,mean_change_rate_first_10000_v2,2.7446680068969727
modified_sta_lta8_mean,max_roll_std_10,mean_change_rate_last_50000,q001,std_roll_mean_1000,2.744691133499145
Moving_average_30000_mean,modified_sta_lta6_mean,modified_sta_lta5_mean,abs_q01,min_first_10000,2.744786024093628
classic_sta_lta8_q95,modified_sta_lta7_mean,classic_sta_lta1_q05,classic_sta_lta4_mean,std_last_50000,2.7448623180389404
trend,modified_sta_lta3_q95,modified_sta_lta4_mean,Hann_window_mean,abs_std,2.744921922683716
min_last_50000,mean_change_rate_last_10000_v2,max_roll_std_1000,classic_sta_lta6_q05,avg_last_50000,2.744934320449829
Rmean,q01_roll_mean_100,mean_change_rate_first_50000,Rstd__last_5000,Imin,2.7449629306793213
abs_std,max_last_50000,av_change_rate_roll_std_1000,Rmean,mean_change_rate_first_10000_v2,2.745050430297852
avg_last_50000,avg_last_10000,modified_sta_lta3_q05,classic_sta_lta4_q95,q99_roll_std_100,2.7450625896453857
max_roll_std_1000,Hann_window_mean,modified_sta_lta4_q05,q99_roll_mean_100,max_last_10000,2.7450733184814453
Imax,avg_first_10000,abs_trend,modified_sta_lta8_q05,avg_last_10000,2.7450883388519287
q001,modified_sta_lta8_q05,mean,Imin,avg_last_10000,2.745112180709839
abs_max_roll_mean_100,modified_sta_lta8_mean,Imax,std_roll_std_1000,q95_roll_mean_1000,2.7451186180114746
min,Rmin_last_5000,min_last_50000,Rmean_last_5000,av_change_rate_roll_std_10v2,2.745173931121826
abs_q05,av_change_rate_roll_std_100v2,std_roll_mean_100,Hann_window_mean,classic_sta_lta7_mean,2.745378017425537
sum,max_roll_mean_100,Imax,max_roll_mean_1000,Moving_average_30000_mean,2.74539852142334
abs_q01,modified_sta_lta8_q95,med,Rstd__last_5000,exp_Moving_average_300_mean,2.745434045791626
classic_sta_lta1_q05,q01,classic_sta_lta8_mean,mean_change_rate_v2,mean_change_rate,2.745440721511841
sum,classic_sta_lta8_q05,av_change_rate_roll_mean_10_v2,q001,q01_roll_mean_100,2.7455575466156006
modified_sta_lta1_mean,av_change_rate_roll_mean_1000,q05_roll_mean_10,max_roll_std_1000,kurt,2.7456417083740234
modified_sta_lta4_q05,std,classic_sta_lta3_q05,modified_sta_lta3_q05,freq_cross_last_50000,2.745720863342285
mean,min_last_50000,min_roll_std_100,av_change_rate_roll_std_1000v2,std_first_50000,2.745751142501831
classic_sta_lta7_q05,q001,mean_change_rate_first_50000_v2,count_big,modified_sta_lta4_q05,2.745830535888672
std_last_50000,Moving_average_30000_mean,max_roll_std_1000,modified_sta_lta6_mean,avg_last_10000,2.74586820602417
av_change_rate_roll_mean_100_v2,min,modified_sta_lta4_q05,std_last_50000,max_roll_std_1000,2.745919942855835
exp_Moving_average_300_mean,abs_max,avg_first_10000,q01_roll_mean_100,Rmean,2.7459392547607417
modified_sta_lta4_q05,mean,mean_change_rate_first_10000_v2,mean_change_rate,modified_sta_lta1_mean,2.74599289894104
Rmean_last_5000,trend,kurt,av_change_rate_roll_std_100v2,modified_sta_lta1_q95,2.7459959983825684
abs_std,mean_change_rate_last_10000,freq_cross_last_50000,min_first_10000,min_roll_mean_1000,2.746004343032837
Imax,trend,std_roll_std_100,abs_trend,avg_first_10000,2.746105432510376
std_first_10000,Rmean,abs_max_roll_mean_10,av_change_rate_roll_std_100v2,q99_roll_mean_100,2.7461228370666504
q05_roll_mean_100,av_change_rate_roll_mean_1000_v2,max_roll_mean_10,min_first_10000,modified_sta_lta5_mean,2.746218204498291
Imin,q01_roll_mean_100,mean_change_rate_first_10000_v2,modified_sta_lta4_q95,max_last_10000,2.7462215423583984
Moving_average_700_mean,max_roll_std_100,Imin,av_change_rate_roll_mean_100,mean_change_rate_first_50000,2.7462782859802246
min_roll_mean_1000,ave_roll_mean_1000,max_roll_mean_100,max_to_min_diff,Imax,2.7463531494140625
iqr,av_change_rate_roll_mean_10,modified_sta_lta8_q95,modified_sta_lta8_q05,freq_cross_first_50000,2.7463746070861816
av_change_rate_roll_std_100,modified_sta_lta5_mean,q001,Rmean_last_5000,Imin,2.746382474899292
mean_change_rate_last_50000,freq_cross_last_10000,max_first_10000,ave_roll_mean_100,freq_cross_first_10000,2.7464368343353267
modified_sta_lta2_q05,std_roll_std_100,skew,av_change_rate_roll_mean_10,classic_sta_lta8_q95,2.7464396953582764
avg_first_10000,std_roll_std_1000,modified_sta_lta2_q05,ave_roll_mean_1000,std_first_50000,2.7464442253112797
q05_roll_mean_10,av_change_rate_roll_mean_100,classic_sta_lta6_q05,max_roll_mean_10,mean_change_rate,2.746457576751709
max_roll_mean_100,av_change_rate_roll_std_10,min_roll_mean_1000,q99_roll_std_100,classic_sta_lta8_mean,2.746462106704712
modified_sta_lta3_q95,modified_sta_lta2_mean,max,modified_sta_lta4_q05,q99_roll_mean_100,2.746531248092652
av_change_rate_roll_mean_1000,modified_sta_lta6_mean,avg_last_50000,classic_sta_lta1_mean,Rmin_last_15000,2.746577739715576
skew,q05_roll_mean_10,Rmean_last_5000,classic_sta_lta3_q95,av_change_rate_roll_std_100v2,2.7465994358062744
Rmin_last_15000,Istd,freq_cross_last_50000,modified_sta_lta3_q05,classic_sta_lta5_q05,2.7466015815734863
freq_cross_last_10000,freq_cross_last_50000,classic_sta_lta2_q05,classic_sta_lta2_mean,sum,2.746704578399658
mean_change_rate_last_10000,abs_std,abs_trend,Rmean_last_15000,Hann_window_mean,2.7467355728149414
abs_q05,mean_change_rate_first_50000,freq_cross_first_50000,std_roll_std_100,av_change_rate_roll_std_10v2,2.7467756271362305
std_last_50000,min_first_10000,q99_roll_mean_1000,av_change_rate_roll_mean_1000_v2,min_roll_mean_10,2.746789932250977
q05_roll_mean_100,modified_sta_lta6_q05,classic_sta_lta4_mean,classic_sta_lta6_q05,Rmax,2.7468156814575195
q001,q05_roll_mean_100,mean_change_rate,modified_sta_lta6_q05,ave_roll_mean_100,2.7468416690826416
avg_first_50000,modified_sta_lta5_mean,av_change_rate_roll_mean_100_v2,modified_sta_lta6_q05,q95_roll_mean_1000,2.746859550476074
q95_roll_mean_1000,Rmean_last_5000,min_last_10000,freq_cross_first_10000,abs_max_roll_std_1000,2.746894121170044
q99_roll_std_100,q01_roll_mean_1000,classic_sta_lta1_mean,modified_sta_lta5_mean,Rmin,2.747023344039917
abs_max_roll_mean_10,q001,Moving_average_700_mean,mean_diff,q95_roll_mean_100,2.747076988220215
freq_cross_last_50000,av_change_rate_roll_std_10,modified_sta_lta8_q05,trend,iqr,2.7470803260803223
classic_sta_lta6_q05,modified_sta_lta3_q95,q05_roll_mean_10,Rmax_last_5000,freq_cross_last_50000,2.747125625610352
av_change_rate_roll_std_1000,q999,ave_roll_mean_1000,Rmin_last_15000,avg_last_50000,2.7472143173217773
abs_max_roll_mean_1000,freq_cross_first_10000,q999,mean_change_rate_v2,min_last_50000,2.747276306152344
modified_sta_lta8_q95,abs_max_roll_std_10,min_first_50000,modified_sta_lta4_q05,std_roll_std_1000,2.7473206520080566
classic_sta_lta8_mean,q01,freq_cross_first_50000,modified_sta_lta2_q05,abs_std,2.747334241867065
classic_sta_lta8_q05,ave_roll_mean_1000,exp_Moving_average_3000_mean,freq_cross_last_50000,classic_sta_lta2_q05,2.7474136352539062
abs_q01,std_roll_std_10,med,min_roll_std_10,std_first_50000,2.7474327087402344
Rstd_last_15000,modified_sta_lta8_q95,abs_max_roll_mean_10,abs_max,freq_cross_first_50000,2.7474379539489746
Rstd__last_5000,mean_change_rate_last_10000,ave_roll_mean_10,q999,Rmean,2.7474498748779297
av_change_rate_roll_std_10v2,classic_sta_lta6_mean,q05_roll_mean_1000,abs_max_roll_mean_1000,classic_sta_lta2_q05,2.747546672821045
classic_sta_lta8_q95,av_change_rate_roll_mean_1000_v2,std_last_50000,abs_max_roll_std_100,classic_sta_lta8_mean,2.7475531101226807
